feat1,feat2,feat3,feat4,feat5,feat6,feat7,feat8,feat9,feat10,feat11,feat12,feat13,feat14,feat15,feat16,feat17,feat18,feat19,feat20,feat21,feat22,feat23,feat24,feat25,feat26,feat27,feat28,feat29,feat30,feat31,feat32,feat33,feat34,feat35,feat36,feat37,feat38,feat39,feat40,feat41,feat42,feat43,feat44,feat45,feat46,feat47,feat48,feat49,feat50,feat51,feat52,feat53,feat54,feat55,feat56,feat57,feat58,feat59,feat60,feat61,feat62,feat63,label
0.406172067,0.516559601,1.38E-07,0.435600579,0.450699806,-0.031572275,0.445305258,0.372875154,-0.051152814,0.451044619,0.311771452,-0.066668093,0.451100469,0.256561786,-0.084576614,0.398474097,0.394725174,-0.072124824,0.368614107,0.3576774,-0.113717474,0.35206455,0.335098594,-0.14207153,0.337040454,0.312261611,-0.16171965,0.377090693,0.429218709,-0.077539116,0.34462738,0.398689955,-0.115866348,0.326350778,0.377365708,-0.136713475,0.307460248,0.359167904,-0.15470016,0.36255011,0.472138256,-0.085104361,0.335276842,0.456070304,-0.122979842,0.31903857,0.440302581,-0.134240285,0.302052915,0.419096142,-0.143324792,0.351834536,0.516634226,-0.094782747,0.332684249,0.513203979,-0.128893688,0.318897158,0.506280363,-0.139292806,0.303127944,0.49460268,-0.147349253,you
0.406098306,0.516523302,1.35E-07,0.435719639,0.450821608,-0.031148555,0.445672035,0.373372346,-0.050548229,0.451289624,0.312202424,-0.065960623,0.450202972,0.25659585,-0.083833009,0.39897716,0.39454326,-0.071649775,0.368984878,0.357541412,-0.113077812,0.352422953,0.334962666,-0.141384915,0.337427646,0.312181324,-0.160960764,0.377747089,0.429158658,-0.077293798,0.345290244,0.398227364,-0.115107976,0.32662192,0.376686782,-0.13577193,0.307549179,0.358507186,-0.153716534,0.363192409,0.472309917,-0.085071504,0.335603625,0.455304205,-0.122536995,0.319061309,0.439378113,-0.133699596,0.301947027,0.418412328,-0.142806605,0.352336526,0.517165184,-0.094922274,0.332911193,0.513208687,-0.12882103,0.318933964,0.506084263,-0.139083415,0.30319798,0.494471192,-0.147071123,you
0.587210059,0.51213932,5.31E-07,0.55857873,0.450695932,-0.028665099,0.556279242,0.374654114,-0.050386399,0.555870056,0.314520687,-0.068528593,0.544141948,0.254072785,-0.089486659,0.59121871,0.392870545,-0.079322733,0.615740418,0.353819847,-0.123308748,0.637421012,0.329734027,-0.152524188,0.65786165,0.306136936,-0.17370905,0.612590492,0.43018502,-0.089154214,0.643979907,0.395116597,-0.128160566,0.666547656,0.371012151,-0.147673696,0.686692715,0.350206405,-0.16467984,0.628710747,0.479252577,-0.100223728,0.652326822,0.456181228,-0.139670089,0.675293028,0.434739709,-0.149944901,0.696569324,0.413343817,-0.158551261,0.635707855,0.531260133,-0.112551033,0.659461975,0.519348562,-0.151427105,0.674778223,0.507878125,-0.16045098,0.691457093,0.494960368,-0.166872069,you
0.56015265,0.591055334,2.72E-07,0.565014899,0.516085148,-0.032867055,0.597740829,0.435750365,-0.051604819,0.621654153,0.375001609,-0.067117058,0.63315779,0.317012727,-0.083217606,0.627385378,0.486521453,-0.05793165,0.668896139,0.460247874,-0.096517541,0.691815495,0.459042549,-0.123873286,0.707942605,0.45882082,-0.143321633,0.631242216,0.532614589,-0.064086907,0.670877516,0.513674855,-0.09831167,0.694475055,0.509502888,-0.118010946,0.710478127,0.507980287,-0.134868667,0.622901797,0.581794739,-0.073676899,0.654484212,0.571819365,-0.110676773,0.680621386,0.56762296,-0.121420912,0.701631188,0.563605785,-0.129465699,0.603920698,0.625870645,-0.085338719,0.632738054,0.629589677,-0.120252244,0.650418878,0.629125893,-0.128313676,0.667759895,0.627487898,-0.134130001,you
0.56516546,0.551155865,2.44E-07,0.555427015,0.487425506,-0.027868815,0.567731738,0.415325642,-0.043483257,0.57736057,0.360600412,-0.055727564,0.574832082,0.310326755,-0.068764634,0.597726643,0.451827705,-0.054433674,0.624668002,0.42415902,-0.086637013,0.643913865,0.413293868,-0.108445905,0.660266995,0.400622696,-0.124553725,0.607901931,0.488312244,-0.058958273,0.635871351,0.465105832,-0.088235274,0.654830694,0.45265463,-0.103455909,0.670142531,0.442474306,-0.116780616,0.61029911,0.530098736,-0.065921105,0.631786466,0.516518414,-0.098239817,0.652501345,0.504400432,-0.107252121,0.671583414,0.492877722,-0.113756165,0.60354197,0.569757938,-0.074474983,0.626930058,0.565552235,-0.105455086,0.640553117,0.560385168,-0.113176316,0.655964434,0.554265201,-0.11859946,you
0.56505698,0.551106989,2.53E-07,0.555359006,0.487448722,-0.028004536,0.567373037,0.415704131,-0.043699577,0.576946974,0.361218274,-0.056064568,0.574941456,0.310772777,-0.069229335,0.597717702,0.451297641,-0.054118712,0.624892235,0.42365697,-0.086441629,0.644308686,0.412867188,-0.108425602,0.66116792,0.399837613,-0.124751292,0.608133674,0.487748146,-0.058658671,0.636137962,0.464974254,-0.08855138,0.655032814,0.452922612,-0.10411419,0.670425773,0.442416966,-0.117537752,0.610656142,0.529580355,-0.065672383,0.632340908,0.51586175,-0.098451667,0.652820587,0.504016399,-0.107479587,0.671574295,0.492254317,-0.113866746,0.603969514,0.569270372,-0.074292079,0.627527893,0.565271258,-0.105643705,0.640888512,0.559992135,-0.1135175,0.655949593,0.553153694,-0.118959963,you
0.56505698,0.551106989,2.53E-07,0.555359006,0.487448722,-0.028004536,0.567373037,0.415704131,-0.043699577,0.576946974,0.361218274,-0.056064568,0.574941456,0.310772777,-0.069229335,0.597717702,0.451297641,-0.054118712,0.624892235,0.42365697,-0.086441629,0.644308686,0.412867188,-0.108425602,0.66116792,0.399837613,-0.124751292,0.608133674,0.487748146,-0.058658671,0.636137962,0.464974254,-0.08855138,0.655032814,0.452922612,-0.10411419,0.670425773,0.442416966,-0.117537752,0.610656142,0.529580355,-0.065672383,0.632340908,0.51586175,-0.098451667,0.652820587,0.504016399,-0.107479587,0.671574295,0.492254317,-0.113866746,0.603969514,0.569270372,-0.074292079,0.627527893,0.565271258,-0.105643705,0.640888512,0.559992135,-0.1135175,0.655949593,0.553153694,-0.118959963,you
0.588257849,0.512649119,5.34E-07,0.558684111,0.450290591,-0.03111884,0.555855513,0.37316668,-0.053313248,0.555039525,0.31293267,-0.071731932,0.543244541,0.252445519,-0.092957221,0.594129086,0.393664837,-0.079164095,0.620990217,0.355700582,-0.122951135,0.642652214,0.331357181,-0.152821794,0.66248858,0.307116032,-0.174882561,0.615104496,0.431476414,-0.08793126,0.645868063,0.397425473,-0.127105772,0.668023109,0.374328464,-0.147823915,0.688284576,0.35411191,-0.166081712,0.630187511,0.480277896,-0.098243572,0.652762115,0.4566046,-0.137821272,0.675726056,0.435801476,-0.148638755,0.697329104,0.415813565,-0.157859564,0.635596752,0.531835079,-0.11011821,0.659774363,0.518755138,-0.148458913,0.674717128,0.507154167,-0.157730311,0.691294372,0.49468112,-0.164778724,you
0.588257849,0.512649119,5.34E-07,0.558684111,0.450290591,-0.03111884,0.555855513,0.37316668,-0.053313248,0.555039525,0.31293267,-0.071731932,0.543244541,0.252445519,-0.092957221,0.594129086,0.393664837,-0.079164095,0.620990217,0.355700582,-0.122951135,0.642652214,0.331357181,-0.152821794,0.66248858,0.307116032,-0.174882561,0.615104496,0.431476414,-0.08793126,0.645868063,0.397425473,-0.127105772,0.668023109,0.374328464,-0.147823915,0.688284576,0.35411191,-0.166081712,0.630187511,0.480277896,-0.098243572,0.652762115,0.4566046,-0.137821272,0.675726056,0.435801476,-0.148638755,0.697329104,0.415813565,-0.157859564,0.635596752,0.531835079,-0.11011821,0.659774363,0.518755138,-0.148458913,0.674717128,0.507154167,-0.157730311,0.691294372,0.49468112,-0.164778724,you
0.404699624,0.566123486,4.28E-07,0.434561342,0.484005749,-0.034983676,0.428962916,0.385499209,-0.059411112,0.432014644,0.305409849,-0.080583774,0.435877025,0.236278549,-0.106210269,0.346265614,0.379726231,-0.076807052,0.293858081,0.309092581,-0.118674271,0.256183088,0.265204132,-0.146408334,0.223070711,0.225287333,-0.167056531,0.3128649,0.418450534,-0.087110691,0.254094034,0.347884446,-0.128171608,0.213188633,0.299052775,-0.1563797,0.175663456,0.25433284,-0.178868443,0.294128299,0.471808702,-0.099415064,0.236679614,0.408978343,-0.139843553,0.200016454,0.363957405,-0.16249831,0.167466,0.320809364,-0.179228425,0.286478579,0.533369541,-0.113616712,0.239823163,0.491086394,-0.15345566,0.210809231,0.458842158,-0.172107443,0.184605375,0.426256627,-0.185180247,you
0.429124862,0.585810006,2.32E-07,0.442669451,0.510945141,-0.031552047,0.426884353,0.43060118,-0.052991383,0.416155875,0.364918828,-0.071245991,0.405911624,0.309055805,-0.093223631,0.357360512,0.448585093,-0.066142462,0.301302522,0.401479512,-0.099871784,0.264915466,0.378848553,-0.122241169,0.231353462,0.357157201,-0.139130697,0.336751163,0.490443975,-0.072965674,0.27737093,0.446366727,-0.104955398,0.238508552,0.419528544,-0.127208173,0.202286363,0.395302504,-0.14589791,0.330876619,0.539867818,-0.081680767,0.275611252,0.503670216,-0.113526277,0.239481062,0.476499259,-0.131870463,0.206209958,0.449332714,-0.146355361,0.33512336,0.59130007,-0.092250474,0.292739064,0.567068934,-0.12426772,0.26450929,0.548633337,-0.139337346,0.236565217,0.52949816,-0.150521711,you
0.435146183,0.627482057,2.82E-07,0.439339638,0.540613532,-0.042201787,0.39945823,0.452797681,-0.07169804,0.369281173,0.381736457,-0.096212067,0.345134586,0.317895383,-0.125625759,0.327650905,0.500465333,-0.092392109,0.251081169,0.470463276,-0.136681214,0.20168215,0.457250297,-0.166359365,0.15610604,0.446834445,-0.188884303,0.315199882,0.557831883,-0.100311674,0.23500371,0.529437959,-0.142479137,0.179734826,0.514141858,-0.171469733,0.128194302,0.50211519,-0.196490064,0.32128644,0.61778599,-0.110261925,0.245261103,0.596180677,-0.15165031,0.195706427,0.580276728,-0.173941076,0.148991659,0.564335287,-0.192136794,0.339147061,0.675281167,-0.122412086,0.281854063,0.664086878,-0.162358791,0.243152797,0.654371023,-0.180047959,0.204910129,0.643499672,-0.194087952,you
0.40531674,0.565775633,4.29E-07,0.434982598,0.483654469,-0.034859568,0.4291116,0.385354161,-0.059140414,0.431942314,0.305353373,-0.080202155,0.435724586,0.236304879,-0.105695643,0.345910996,0.37958169,-0.076328307,0.293709934,0.308871657,-0.118002839,0.256094724,0.264978528,-0.145637944,0.223007768,0.225088611,-0.16622138,0.312618762,0.418205649,-0.086603984,0.254007518,0.347760797,-0.127550468,0.21310696,0.298968464,-0.155743331,0.175647557,0.254284978,-0.178202718,0.293933868,0.471470058,-0.098873362,0.236654729,0.408731461,-0.13920477,0.20000422,0.363757581,-0.161843121,0.167498335,0.320612729,-0.178549811,0.286187172,0.532950759,-0.113034837,0.239536226,0.490754783,-0.152782157,0.210595638,0.458567411,-0.171394408,0.184542418,0.425975293,-0.184423625,you
0.642561615,0.636927962,-7.92E-09,0.626894832,0.575991452,-0.016638752,0.622570217,0.520350814,-0.038180359,0.630839586,0.48346144,-0.060629103,0.655566633,0.465356022,-0.087574229,0.687516272,0.552825093,-0.064387612,0.66044724,0.562825024,-0.099432051,0.637892663,0.586453736,-0.125078902,0.619921565,0.616244137,-0.141099244,0.698766053,0.614506125,-0.072044268,0.656262934,0.643802285,-0.101672292,0.625859618,0.67102474,-0.120765656,0.603002667,0.694202542,-0.138430193,0.695032418,0.66857326,-0.077850424,0.658911228,0.706050932,-0.102709606,0.634302557,0.737474263,-0.111355618,0.612614214,0.761941671,-0.119482361,0.68434608,0.712886155,-0.084672421,0.663770556,0.747133017,-0.096859105,0.649104118,0.77538377,-0.095298134,0.634034157,0.7957412,-0.097696573,you
0.34169659,0.611165285,4.07E-07,0.372854322,0.558194995,-0.032995336,0.380302489,0.503504992,-0.064186648,0.372537762,0.465394557,-0.091668494,0.338495016,0.465652406,-0.119382367,0.327280223,0.545218349,-0.083707988,0.347296983,0.567837179,-0.115885496,0.368909478,0.593220353,-0.136643857,0.380548656,0.624492764,-0.150877073,0.310413003,0.606785417,-0.084264398,0.337703884,0.632761598,-0.110142983,0.369001031,0.659639716,-0.121660702,0.388558537,0.686432838,-0.135266781,0.302896768,0.657919049,-0.083783381,0.332023948,0.688334763,-0.112970449,0.359554261,0.718077064,-0.115032271,0.379346579,0.744987965,-0.116462804,0.301024526,0.696815133,-0.08514829,0.329620838,0.733836889,-0.102527842,0.351875633,0.758469105,-0.098325931,0.370149732,0.781631589,-0.097021058,you
0.422316194,0.575183928,4.03E-07,0.437985837,0.502425194,-0.037586208,0.420958489,0.418232262,-0.069195889,0.411615789,0.34664771,-0.095285162,0.400051028,0.284852564,-0.125991464,0.367535293,0.45025754,-0.102501079,0.300167799,0.410106242,-0.146708444,0.252516329,0.388045341,-0.173455894,0.208894253,0.368772328,-0.192537248,0.343879789,0.502624631,-0.108065791,0.267530233,0.462905288,-0.150037035,0.213819429,0.434863776,-0.175489664,0.163174301,0.409450859,-0.197228938,0.329655349,0.557990253,-0.113433197,0.257875532,0.521670282,-0.152070284,0.208916798,0.494614482,-0.171270713,0.163650453,0.469409138,-0.186498418,0.323327512,0.611052275,-0.120060876,0.27131933,0.58480835,-0.156252488,0.234739989,0.564997673,-0.172649309,0.200257689,0.546624601,-0.185131565,you
0.458313167,0.58076036,3.89E-07,0.453617185,0.520671308,-0.030279456,0.42710343,0.462565482,-0.056020655,0.408089578,0.408790797,-0.077955611,0.392306328,0.363028884,-0.103030644,0.385532886,0.498203993,-0.075382665,0.327143908,0.486738145,-0.109435476,0.284200817,0.482072562,-0.131000683,0.245120555,0.478550285,-0.146537825,0.375069112,0.546769083,-0.078695342,0.309238106,0.536138833,-0.109405838,0.261683226,0.528788686,-0.127677992,0.21650508,0.523849964,-0.143401355,0.373770177,0.595919907,-0.082413889,0.311846912,0.586093485,-0.109783255,0.267136455,0.577637732,-0.123271421,0.226799488,0.569497049,-0.134051234,0.37831372,0.641969562,-0.087700836,0.331134468,0.634995341,-0.112569444,0.297970831,0.629513085,-0.123905264,0.267118931,0.62269479,-0.132597968,you
0.465889275,0.610457182,5.33E-07,0.449866772,0.544020534,-0.043893144,0.412992805,0.491274059,-0.079636075,0.381255925,0.441491216,-0.109865211,0.354127109,0.39832902,-0.142939121,0.358962476,0.54799962,-0.094398722,0.294018954,0.552514017,-0.137272373,0.246031165,0.564270198,-0.164118826,0.201433271,0.578009486,-0.183018342,0.361427844,0.608766139,-0.094549932,0.286089867,0.622204423,-0.133032203,0.231288046,0.63455373,-0.155313611,0.178673327,0.648805261,-0.173583984,0.375155449,0.665790558,-0.095782012,0.304154068,0.678120613,-0.129933894,0.251922548,0.686866939,-0.14752385,0.203152925,0.695402145,-0.160258219,0.395779252,0.715004325,-0.099559166,0.339396596,0.726821721,-0.129945099,0.29736945,0.734775722,-0.144684657,0.255869955,0.740334153,-0.1551788,you
0.421909124,0.574838638,4.13E-07,0.437987566,0.502642035,-0.038227614,0.420995951,0.419462383,-0.070297264,0.411427081,0.34846434,-0.096810788,0.399758935,0.286766589,-0.127916038,0.367740273,0.450530946,-0.10345877,0.300804436,0.410156429,-0.148277462,0.253369212,0.387916833,-0.175341219,0.210023612,0.368465543,-0.19462055,0.343776405,0.502663374,-0.108843841,0.268265128,0.463125348,-0.1513675,0.214995638,0.435232341,-0.176979214,0.164739758,0.409941196,-0.198802009,0.329289228,0.55811727,-0.114145204,0.258193672,0.521815479,-0.153309613,0.209565759,0.494672686,-0.172787741,0.164710566,0.469440311,-0.188138649,0.32278201,0.611333907,-0.120761745,0.270897925,0.584881186,-0.157515764,0.234313801,0.565088391,-0.17436552,0.199997783,0.546782434,-0.187116832,you
0.570590079,0.57505399,6.55E-07,0.55070132,0.498744875,-0.047648698,0.566937029,0.41270563,-0.081209533,0.581123233,0.344530821,-0.10715545,0.587990582,0.28177917,-0.135774434,0.625917494,0.448748559,-0.102233805,0.694714665,0.407618731,-0.150702089,0.744610012,0.385298848,-0.18085888,0.78972441,0.367979735,-0.201627389,0.653472245,0.502152324,-0.105276324,0.72947979,0.461887151,-0.15292947,0.784688532,0.433865786,-0.180740014,0.832207799,0.409693033,-0.200876296,0.666165054,0.558468521,-0.109882265,0.737555861,0.518695295,-0.157241806,0.789544821,0.492642581,-0.177405268,0.835953176,0.467398494,-0.18990849,0.668977678,0.610592604,-0.116107985,0.7219491,0.586512685,-0.158824846,0.761653304,0.565392673,-0.173809513,0.80037415,0.545383215,-0.183165357,you
0.531785727,0.619606853,5.62E-07,0.544480085,0.54589963,-0.042482231,0.582530141,0.482620299,-0.078473553,0.613497674,0.431990236,-0.108199596,0.640277863,0.385832846,-0.14099133,0.636092544,0.547240257,-0.095008545,0.70457536,0.553701937,-0.135463014,0.753428817,0.566361129,-0.161176816,0.795518339,0.580735922,-0.179485962,0.637083828,0.610215545,-0.097820342,0.715306163,0.621561587,-0.134126097,0.77124542,0.632597148,-0.156458795,0.820348144,0.644951046,-0.175094321,0.624791026,0.665166497,-0.101607077,0.699963152,0.676240087,-0.136062846,0.752447724,0.685740113,-0.152812764,0.798957348,0.695244968,-0.165965945,0.605908036,0.71256727,-0.107360907,0.661423028,0.725598872,-0.138375938,0.703177571,0.732021809,-0.150042623,0.743630469,0.739253283,-0.158970922,you
0.552404523,0.72004056,1.58E-07,0.564557672,0.614430726,-0.027300643,0.583015442,0.51452899,-0.055917788,0.612534523,0.435123146,-0.083831213,0.637623191,0.355102301,-0.115884706,0.533037722,0.515552819,-0.094507858,0.535473585,0.455261678,-0.145229518,0.537084401,0.425509095,-0.178530633,0.540011525,0.397057414,-0.205545753,0.539913714,0.58382535,-0.113553062,0.548439264,0.553984702,-0.166235685,0.55218029,0.542963624,-0.193714842,0.548595011,0.529794991,-0.220020369,0.547369838,0.664624572,-0.13261728,0.554875255,0.659739792,-0.185958251,0.557778418,0.658279061,-0.199621797,0.555241704,0.648623168,-0.212535009,0.558521152,0.746123195,-0.152565077,0.566281319,0.760491908,-0.200172752,0.566641212,0.760596156,-0.214379653,0.563155472,0.750917077,-0.226782143,you
0.578968763,0.687696397,3.24E-07,0.547115684,0.59454602,-0.046910275,0.564833462,0.482657045,-0.077422366,0.593446076,0.401552439,-0.100315928,0.616341531,0.324897736,-0.123638004,0.607160509,0.537343264,-0.114006743,0.665145874,0.495955229,-0.167329222,0.703563452,0.478390157,-0.197294101,0.730512321,0.466223717,-0.217013314,0.629563689,0.601006925,-0.118439928,0.695717573,0.56554842,-0.16422841,0.742622554,0.543379903,-0.181952402,0.776899815,0.531494737,-0.198984653,0.639687121,0.667537391,-0.125202715,0.696963429,0.643824577,-0.177886948,0.745205641,0.626176953,-0.19290179,0.784171879,0.611795008,-0.203618616,0.641202986,0.729905009,-0.133529797,0.689163446,0.720140755,-0.18449679,0.721635342,0.711661577,-0.19898887,0.749727786,0.701924026,-0.208926141,you
